country,book,question_number,question_id,criteria_short,parent_book,scale,n_chapters_total,n_chapters_committed,all_other_unsure,mode_answer,mode_position,tie_broken,median_position,median_answer,mean_position,peak_position,peak_answer,end_answer,end_position
China,Broken Stars | The Restaurant at the End of the Universe Laba Porridge,3,q3,how long is journey / how  far from earth,Broken Stars,ordinal,1,1,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",NA,NA
China,Broken Stars | The Restaurant at the End of the Universe Laba Porridge,4,q4,how culturally different is space from earth?,Broken Stars,ordinal,1,1,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,5,5,Radically different / alien social order,NA,NA
China,Broken Stars | The Restaurant at the End of the Universe Laba Porridge,5,q5,do you speak same language on earth vs space ?,Broken Stars,ordinal,1,1,FALSE,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5,FALSE,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),NA,NA
China,Broken Stars | The Restaurant at the End of the Universe Laba Porridge,6,q6,is it hostile / hard to survive (bc of natural conditions),Broken Stars,ordinal,1,1,FALSE,Benign / easily survivable,1,FALSE,1,Benign / easily survivable,1,1,Benign / easily survivable,NA,NA
China,Broken Stars | The Restaurant at the End of the Universe Laba Porridge,7,q7,how common is it for humans to live in space,Broken Stars,ordinal,1,1,FALSE,Normalized / widespread (space habitation is ordinary for humanity),5,FALSE,5,Normalized / widespread (space habitation is ordinary for humanity),5,5,Normalized / widespread (space habitation is ordinary for humanity),NA,NA
China,Broken Stars | The Restaurant at the End of the Universe Laba Porridge,8,q8,are there different countries in space? Or just one?,Broken Stars,ordinal,1,1,FALSE,Multiple distinct space polities,4,FALSE,4,Multiple distinct space polities,4,4,Multiple distinct space polities,NA,NA
China,Broken Stars | The Restaurant at the End of the Universe Laba Porridge,9,q9,genre of the book,Broken Stars,nominal,1,1,FALSE,Drama,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Restaurant at the End of the Universe Laba Porridge,10,q10,is space a military or civilian domain / is the book military or civilian?,Broken Stars,ordinal,1,1,FALSE,Entirely civilian,1,FALSE,1,Entirely civilian,1,1,Entirely civilian,NA,NA
China,Broken Stars | The Restaurant at the End of the Universe Laba Porridge,11,q11,Is space characterized like another military domain?,Broken Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Restaurant at the End of the Universe Laba Porridge,12,q12,how physically different is space from earth?,Broken Stars,ordinal,1,1,FALSE,Very different (human bodies/technology constantly challenged),4,FALSE,4,Very different (human bodies/technology constantly challenged),4,4,Very different (human bodies/technology constantly challenged),NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,1,q1,is space something to be contested,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,2,q2,can you inhabit and hold territory in space,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,3,q3,how long is journey / how  far from earth,Broken Stars,ordinal,1,1,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,4,q4,how culturally different is space from earth?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,5,q5,do you speak same language on earth vs space ?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,6,q6,is it hostile / hard to survive (bc of natural conditions),Broken Stars,ordinal,1,1,FALSE,Extremely hostile (constant survival pressure),4,FALSE,4,Extremely hostile (constant survival pressure),4,4,Extremely hostile (constant survival pressure),NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,7,q7,how common is it for humans to live in space,Broken Stars,ordinal,1,1,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),1,1,Exceptionally rare (few astronauts/explorers),NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,8,q8,are there different countries in space? Or just one?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,9,q9,genre of the book,Broken Stars,nominal,1,1,FALSE,Adventure / exploration,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,10,q10,is space a military or civilian domain / is the book military or civilian?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,11,q11,Is space characterized like another military domain?,Broken Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Robot Who Liked to Tell Tall Tales,12,q12,how physically different is space from earth?,Broken Stars,ordinal,1,1,FALSE,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,FALSE,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),NA,NA
China,Broken Stars | The Snow of Jinyang,1,q1,is space something to be contested,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,2,q2,can you inhabit and hold territory in space,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,3,q3,how long is journey / how  far from earth,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,4,q4,how culturally different is space from earth?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,5,q5,do you speak same language on earth vs space ?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,6,q6,is it hostile / hard to survive (bc of natural conditions),Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,7,q7,how common is it for humans to live in space,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,8,q8,are there different countries in space? Or just one?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,9,q9,genre of the book,Broken Stars,nominal,1,1,FALSE,Adventure / exploration,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,10,q10,is space a military or civilian domain / is the book military or civilian?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,11,q11,Is space characterized like another military domain?,Broken Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | The Snow of Jinyang,12,q12,how physically different is space from earth?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,1,q1,is space something to be contested,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,2,q2,can you inhabit and hold territory in space,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,3,q3,how long is journey / how  far from earth,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,4,q4,how culturally different is space from earth?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,5,q5,do you speak same language on earth vs space ?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,6,q6,is it hostile / hard to survive (bc of natural conditions),Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,7,q7,how common is it for humans to live in space,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,8,q8,are there different countries in space? Or just one?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,9,q9,genre of the book,Broken Stars,nominal,1,1,FALSE,Adventure / exploration,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,10,q10,is space a military or civilian domain / is the book military or civilian?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,11,q11,Is space characterized like another military domain?,Broken Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | Under a Dangling Sky,12,q12,how physically different is space from earth?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,1,q1,is space something to be contested,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,2,q2,can you inhabit and hold territory in space,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,3,q3,how long is journey / how  far from earth,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,4,q4,how culturally different is space from earth?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,5,q5,do you speak same language on earth vs space ?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,6,q6,is it hostile / hard to survive (bc of natural conditions),Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,7,q7,how common is it for humans to live in space,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,8,q8,are there different countries in space? Or just one?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,9,q9,genre of the book,Broken Stars,nominal,1,1,FALSE,Drama,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,10,q10,is space a military or civilian domain / is the book military or civilian?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,11,q11,Is space characterized like another military domain?,Broken Stars,nominal,1,0,TRUE,Other / Unsure,6,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Broken Stars | What Has Passed Shall in Kinder Light Appear,12,q12,how physically different is space from earth?,Broken Stars,ordinal,1,0,TRUE,Other / Unsure,NA,FALSE,NA,NA,NA,NA,NA,NA,NA
China,Death's End,1,q1,is space something to be contested,NA,ordinal,6,6,FALSE,Total war / constant conflict,5,FALSE,4,High contestation (frequent conflict or strategic struggle),3.8333333333333335,5,Total war / constant conflict,"Low contestation (minor competition, little open conflict)",2
China,Death's End,2,q2,can you inhabit and hold territory in space,NA,ordinal,6,6,FALSE,Extensive territorial occupation (many settled worlds/regions held like states or empires),5,FALSE,5,Extensive territorial occupation (many settled worlds/regions held like states or empires),4.333333333333333,5,Extensive territorial occupation (many settled worlds/regions held like states or empires),Extensive territorial occupation (many settled worlds/regions held like states or empires),5
China,Death's End,3,q3,how long is journey / how  far from earth,NA,ordinal,6,6,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",4.666666666666667,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5
China,Death's End,4,q4,how culturally different is space from earth?,NA,ordinal,6,6,FALSE,Distinct space culture,4,TRUE,4,Distinct space culture,3.5,5,Radically different / alien social order,Distinct space culture,4
China,Death's End,5,q5,do you speak same language on earth vs space ?,NA,ordinal,6,4,FALSE,Same languages as Earth,1,FALSE,1,Same languages as Earth,2,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Same languages as Earth,1
China,Death's End,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,6,6,FALSE,Harsh and resource-intensive,3,TRUE,3,Harsh and resource-intensive,3.5,5,Nearly uninhabitable / lethal without major intervention,Manageable but risky,2
China,Death's End,7,q7,how common is it for humans to live in space,NA,ordinal,6,6,FALSE,Normalized / widespread (space habitation is ordinary for humanity),5,FALSE,4,Common (many people live/work there),4,5,Normalized / widespread (space habitation is ordinary for humanity),Normalized / widespread (space habitation is ordinary for humanity),5
China,Death's End,8,q8,are there different countries in space? Or just one?,NA,ordinal,6,6,FALSE,Multiple distinct space polities,4,FALSE,4,Multiple distinct space polities,3.5,4,Multiple distinct space polities,Multiple distinct space polities,4
China,Death's End,9,q9,genre of the book,NA,nominal,6,6,FALSE,Thriller / Horror / Survival,NA,FALSE,NA,NA,NA,NA,NA,Drama,NA
China,Death's End,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,6,6,FALSE,Mostly civilian with some military presence,2,TRUE,3,Mixed civilian-military domain,3,5,Entirely military / war-focused,Entirely civilian,1
China,Death's End,11,q11,Is space characterized like another military domain?,NA,nominal,6,3,FALSE,Like the frontier / colonial expansion,NA,FALSE,NA,NA,NA,NA,NA,Like the frontier / colonial expansion,NA
China,Death's End,12,q12,how physically different is space from earth?,NA,ordinal,6,6,FALSE,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,FALSE,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),4,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Somewhat different (manageable environmental differences),2
China,The Dark Forest,1,q1,is space something to be contested,NA,ordinal,4,4,FALSE,High contestation (frequent conflict or strategic struggle),4,FALSE,4,High contestation (frequent conflict or strategic struggle),3.75,5,Total war / constant conflict,Total war / constant conflict,5
China,The Dark Forest,2,q2,can you inhabit and hold territory in space,NA,ordinal,4,3,FALSE,"Visiting / Temporary presence only (stations, missions, outposts)",2,FALSE,2,"Visiting / Temporary presence only (stations, missions, outposts)",2.3333333333333335,3,"Limited settlement (small colonies, hard to sustain/control)","Limited settlement (small colonies, hard to sustain/control)",3
China,The Dark Forest,3,q3,how long is journey / how  far from earth,NA,ordinal,4,4,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5
China,The Dark Forest,4,q4,how culturally different is space from earth?,NA,ordinal,4,4,FALSE,Basically Earth society in space,1,FALSE,2,Mostly Earth-like with minor adaptations,2.75,5,Radically different / alien social order,Distinct space culture,4
China,The Dark Forest,5,q5,do you speak same language on earth vs space ?,NA,ordinal,4,4,FALSE,Same languages as Earth,1,FALSE,1,Same languages as Earth,2,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Same languages as Earth,1
China,The Dark Forest,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,4,1,FALSE,Extremely hostile (constant survival pressure),4,FALSE,4,Extremely hostile (constant survival pressure),4,4,Extremely hostile (constant survival pressure),Extremely hostile (constant survival pressure),4
China,The Dark Forest,7,q7,how common is it for humans to live in space,NA,ordinal,4,3,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),1.6666666666666667,3,Moderately common (noticeable settlements/populations),Moderately common (noticeable settlements/populations),3
China,The Dark Forest,8,q8,are there different countries in space? Or just one?,NA,ordinal,4,3,FALSE,Earth nation-states extend into space,3,FALSE,3,Earth nation-states extend into space,3.3333333333333335,4,Multiple distinct space polities,Multiple distinct space polities,4
China,The Dark Forest,9,q9,genre of the book,NA,nominal,4,4,FALSE,Drama,NA,TRUE,NA,NA,NA,NA,NA,Military / war,NA
China,The Dark Forest,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,4,3,FALSE,Mostly military,4,FALSE,4,Mostly military,4,4,Mostly military,Mostly military,4
China,The Dark Forest,11,q11,Is space characterized like another military domain?,NA,nominal,4,3,FALSE,Like the ocean / naval,NA,FALSE,NA,NA,NA,NA,NA,Like the ocean / naval,NA
China,The Dark Forest,12,q12,how physically different is space from earth?,NA,ordinal,4,1,FALSE,Very different (human bodies/technology constantly challenged),4,FALSE,4,Very different (human bodies/technology constantly challenged),4,4,Very different (human bodies/technology constantly challenged),Very different (human bodies/technology constantly challenged),4
China,The Redemption of Time,1,q1,is space something to be contested,NA,ordinal,4,3,FALSE,High contestation (frequent conflict or strategic struggle),4,FALSE,4,High contestation (frequent conflict or strategic struggle),4.333333333333333,5,Total war / constant conflict,Total war / constant conflict,5
China,The Redemption of Time,2,q2,can you inhabit and hold territory in space,NA,ordinal,4,3,FALSE,"Visiting / Temporary presence only (stations, missions, outposts)",2,TRUE,2,"Visiting / Temporary presence only (stations, missions, outposts)",2.6666666666666665,5,Extensive territorial occupation (many settled worlds/regions held like states or empires),Extensive territorial occupation (many settled worlds/regions held like states or empires),5
China,The Redemption of Time,3,q3,how long is journey / how  far from earth,NA,ordinal,4,4,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5
China,The Redemption of Time,4,q4,how culturally different is space from earth?,NA,ordinal,4,3,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,5,5,Radically different / alien social order,Radically different / alien social order,5
China,The Redemption of Time,5,q5,do you speak same language on earth vs space ?,NA,ordinal,4,3,FALSE,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5,FALSE,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5
China,The Redemption of Time,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,4,3,FALSE,Nearly uninhabitable / lethal without major intervention,5,FALSE,5,Nearly uninhabitable / lethal without major intervention,4.666666666666667,5,Nearly uninhabitable / lethal without major intervention,Extremely hostile (constant survival pressure),4
China,The Redemption of Time,7,q7,how common is it for humans to live in space,NA,ordinal,4,3,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),2.3333333333333335,5,Normalized / widespread (space habitation is ordinary for humanity),Normalized / widespread (space habitation is ordinary for humanity),5
China,The Redemption of Time,8,q8,are there different countries in space? Or just one?,NA,ordinal,4,1,FALSE,Single unified authority,2,FALSE,2,Single unified authority,2,2,Single unified authority,Single unified authority,2
China,The Redemption of Time,9,q9,genre of the book,NA,nominal,4,4,FALSE,Drama,NA,FALSE,NA,NA,NA,NA,NA,Military / war,NA
China,The Redemption of Time,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,4,1,FALSE,Mostly military,4,FALSE,4,Mostly military,4,4,Mostly military,Mostly military,4
China,The Redemption of Time,11,q11,Is space characterized like another military domain?,NA,nominal,4,2,FALSE,Totally unique domain,NA,FALSE,NA,NA,NA,NA,NA,Totally unique domain,NA
China,The Redemption of Time,12,q12,how physically different is space from earth?,NA,ordinal,4,4,FALSE,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,FALSE,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5
China,The Three-Body Problem,1,q1,is space something to be contested,NA,ordinal,35,24,FALSE,High contestation (frequent conflict or strategic struggle),4,FALSE,4,High contestation (frequent conflict or strategic struggle),3.6666666666666665,5,Total war / constant conflict,Other / Unsure,NA
China,The Three-Body Problem,2,q2,can you inhabit and hold territory in space,NA,ordinal,35,3,FALSE,"Visiting / Temporary presence only (stations, missions, outposts)",2,FALSE,2,"Visiting / Temporary presence only (stations, missions, outposts)",1.6666666666666667,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure,NA
China,The Three-Body Problem,3,q3,how long is journey / how  far from earth,NA,ordinal,35,13,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure,NA
China,The Three-Body Problem,4,q4,how culturally different is space from earth?,NA,ordinal,35,12,FALSE,Radically different / alien social order,5,FALSE,5,Radically different / alien social order,5,5,Radically different / alien social order,Other / Unsure,NA
China,The Three-Body Problem,5,q5,do you speak same language on earth vs space ?,NA,ordinal,35,5,FALSE,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5,FALSE,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),5,5,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),Other / Unsure,NA
China,The Three-Body Problem,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,35,7,FALSE,Nearly uninhabitable / lethal without major intervention,5,FALSE,5,Nearly uninhabitable / lethal without major intervention,4.714285714285714,5,Nearly uninhabitable / lethal without major intervention,Other / Unsure,NA
China,The Three-Body Problem,7,q7,how common is it for humans to live in space,NA,ordinal,35,1,FALSE,Exceptionally rare (few astronauts/explorers),1,FALSE,1,Exceptionally rare (few astronauts/explorers),1,1,Exceptionally rare (few astronauts/explorers),Other / Unsure,NA
China,The Three-Body Problem,8,q8,are there different countries in space? Or just one?,NA,ordinal,35,2,FALSE,Single unified authority,2,FALSE,2,Single unified authority,2,2,Single unified authority,Other / Unsure,NA
China,The Three-Body Problem,9,q9,genre of the book,NA,nominal,35,35,FALSE,Drama,NA,FALSE,NA,NA,NA,NA,NA,Drama,NA
China,The Three-Body Problem,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,35,10,FALSE,Mostly military,4,FALSE,4,Mostly military,4,4,Mostly military,Other / Unsure,NA
China,The Three-Body Problem,11,q11,Is space characterized like another military domain?,NA,nominal,35,3,FALSE,Like cyberspace / networked or abstract domain,NA,FALSE,NA,NA,NA,NA,NA,Other / Unsure,NA
China,The Three-Body Problem,12,q12,how physically different is space from earth?,NA,ordinal,35,8,FALSE,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,FALSE,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),5,5,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),Other / Unsure,NA
China,The Wandering Earth,1,q1,is space something to be contested,NA,ordinal,4,4,FALSE,"Low contestation (minor competition, little open conflict)",2,TRUE,2,"Low contestation (minor competition, little open conflict)",2.75,5,Total war / constant conflict,No contestation,1
China,The Wandering Earth,2,q2,can you inhabit and hold territory in space,NA,ordinal,4,4,FALSE,Habitable and governable (permanent settlements can hold territory),4,FALSE,4,Habitable and governable (permanent settlements can hold territory),4,4,Habitable and governable (permanent settlements can hold territory),Habitable and governable (permanent settlements can hold territory),4
China,The Wandering Earth,3,q3,how long is journey / how  far from earth,NA,ordinal,4,4,FALSE,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,FALSE,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5,5,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",5
China,The Wandering Earth,4,q4,how culturally different is space from earth?,NA,ordinal,4,4,FALSE,Distinct space culture,4,FALSE,4,Distinct space culture,4,4,Distinct space culture,Distinct space culture,4
China,The Wandering Earth,5,q5,do you speak same language on earth vs space ?,NA,ordinal,4,4,FALSE,Same languages as Earth,1,FALSE,1,Same languages as Earth,1,1,Same languages as Earth,Same languages as Earth,1
China,The Wandering Earth,6,q6,is it hostile / hard to survive (bc of natural conditions),NA,ordinal,4,4,FALSE,Nearly uninhabitable / lethal without major intervention,5,FALSE,5,Nearly uninhabitable / lethal without major intervention,5,5,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention,5
China,The Wandering Earth,7,q7,how common is it for humans to live in space,NA,ordinal,4,4,FALSE,Normalized / widespread (space habitation is ordinary for humanity),5,FALSE,5,Normalized / widespread (space habitation is ordinary for humanity),5,5,Normalized / widespread (space habitation is ordinary for humanity),Normalized / widespread (space habitation is ordinary for humanity),5
China,The Wandering Earth,8,q8,are there different countries in space? Or just one?,NA,ordinal,4,4,FALSE,Single unified authority,2,FALSE,2,Single unified authority,2,2,Single unified authority,Single unified authority,2
China,The Wandering Earth,9,q9,genre of the book,NA,nominal,4,4,FALSE,Drama,NA,FALSE,NA,NA,NA,NA,NA,Drama,NA
China,The Wandering Earth,10,q10,is space a military or civilian domain / is the book military or civilian?,NA,ordinal,4,4,FALSE,Mostly civilian with some military presence,2,TRUE,2,Mostly civilian with some military presence,2.5,4,Mostly military,Entirely civilian,1
China,The Wandering Earth,11,q11,Is space characterized like another military domain?,NA,nominal,4,4,FALSE,Like the ocean / naval,NA,FALSE,NA,NA,NA,NA,NA,Like the ocean / naval,NA
