country,question_number,question_id,criteria_short,scale,answer,weight_sum,book_count_unweighted,proportion,aggregation
Finland,4,q4,how culturally different is space from earth?,ordinal,Radically different / alien social order,4,4,1,mode
Finland,5,q5,do you speak same language on earth vs space ?,ordinal,"Mostly same, with dialect/slang differences",2,2,0.5,mode
Finland,5,q5,do you speak same language on earth vs space ?,ordinal,Shared lingua franca plus local variation,1,1,0.25,mode
Finland,5,q5,do you speak same language on earth vs space ?,ordinal,Translation-mediated communication (universal translator / communication tech makes language difference irrelevant),1,1,0.25,mode
Finland,6,q6,is it hostile / hard to survive (bc of natural conditions),ordinal,Harsh and resource-intensive,1,1,0.25,mode
Finland,6,q6,is it hostile / hard to survive (bc of natural conditions),ordinal,Manageable but risky,3,3,0.75,mode
Finland,7,q7,how common is it for humans to live in space,ordinal,Exceptionally rare (few astronauts/explorers),1,1,0.25,mode
Finland,7,q7,how common is it for humans to live in space,ordinal,Normalized / widespread (space habitation is ordinary for humanity),3,3,0.75,mode
Finland,8,q8,are there different countries in space? Or just one?,ordinal,"Highly fragmented political landscape (multipolar with many factions, corporations, colonies, microstates)",3,3,0.75,mode
Finland,8,q8,are there different countries in space? Or just one?,ordinal,Single unified authority,1,1,0.25,mode
Finland,9,q9,genre of the book,nominal,Adventure / exploration,2,2,0.5,mode
Finland,9,q9,genre of the book,nominal,Drama,1,1,0.25,mode
Finland,9,q9,genre of the book,nominal,Thriller / Horror / Survival,1,1,0.25,mode
Finland,10,q10,is space a military or civilian domain / is the book military or civilian?,ordinal,Entirely civilian,1,1,0.25,mode
Finland,10,q10,is space a military or civilian domain / is the book military or civilian?,ordinal,Mixed civilian-military domain,1,1,0.25,mode
Finland,10,q10,is space a military or civilian domain / is the book military or civilian?,ordinal,Mostly civilian with some military presence,2,2,0.5,mode
Finland,11,q11,Is space characterized like another military domain?,nominal,Like cyberspace / networked or abstract domain,3,3,0.75,mode
Finland,11,q11,Is space characterized like another military domain?,nominal,Like the frontier / colonial expansion,1,1,0.25,mode
Finland,12,q12,how physically different is space from earth?,ordinal,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),2,2,0.5,mode
Finland,12,q12,how physically different is space from earth?,ordinal,Very different (human bodies/technology constantly challenged),2,2,0.5,mode
France,1,q1,is space something to be contested,ordinal,High contestation (frequent conflict or strategic struggle),2,2,0.3333333333333333,mode
France,1,q1,is space something to be contested,ordinal,No contestation,4,4,0.6666666666666666,mode
France,2,q2,can you inhabit and hold territory in space,ordinal,Cannot inhabit or hold territory,1,1,0.16666666666666666,mode
France,2,q2,can you inhabit and hold territory in space,ordinal,Extensive territorial occupation (many settled worlds/regions held like states or empires),1,1,0.16666666666666666,mode
France,2,q2,can you inhabit and hold territory in space,ordinal,Habitable and governable (permanent settlements can hold territory),1,1,0.16666666666666666,mode
France,2,q2,can you inhabit and hold territory in space,ordinal,"Limited settlement (small colonies, hard to sustain/control)",1,1,0.16666666666666666,mode
France,2,q2,can you inhabit and hold territory in space,ordinal,"Visiting / Temporary presence only (stations, missions, outposts)",2,2,0.3333333333333333,mode
France,3,q3,how long is journey / how  far from earth,ordinal,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",2,2,0.3333333333333333,mode
France,3,q3,how long is journey / how  far from earth,ordinal,"Long-distance journey (years, major separation from Earth)",3,3,0.5,mode
France,3,q3,how long is journey / how  far from earth,ordinal,Short interplanetary journey,1,1,0.16666666666666666,mode
France,4,q4,how culturally different is space from earth?,ordinal,Basically Earth society in space,2,2,0.3333333333333333,mode
France,4,q4,how culturally different is space from earth?,ordinal,Distinct space culture,2,2,0.3333333333333333,mode
France,4,q4,how culturally different is space from earth?,ordinal,Radically different / alien social order,2,2,0.3333333333333333,mode
France,5,q5,do you speak same language on earth vs space ?,ordinal,Distinct space language(s),2,2,0.3333333333333333,mode
France,5,q5,do you speak same language on earth vs space ?,ordinal,"Mostly same, with dialect/slang differences",1,1,0.16666666666666666,mode
France,5,q5,do you speak same language on earth vs space ?,ordinal,Same languages as Earth,2,2,0.3333333333333333,mode
France,5,q5,do you speak same language on earth vs space ?,ordinal,Shared lingua franca plus local variation,1,1,0.16666666666666666,mode
France,6,q6,is it hostile / hard to survive (bc of natural conditions),ordinal,Benign / easily survivable,1,1,0.16666666666666666,mode
France,6,q6,is it hostile / hard to survive (bc of natural conditions),ordinal,Harsh and resource-intensive,3,3,0.5,mode
France,6,q6,is it hostile / hard to survive (bc of natural conditions),ordinal,Manageable but risky,2,2,0.3333333333333333,mode
France,7,q7,how common is it for humans to live in space,ordinal,Common (many people live/work there),1,1,0.16666666666666666,mode
France,7,q7,how common is it for humans to live in space,ordinal,Exceptionally rare (few astronauts/explorers),4,4,0.6666666666666666,mode
France,7,q7,how common is it for humans to live in space,ordinal,Normalized / widespread (space habitation is ordinary for humanity),1,1,0.16666666666666666,mode
